122.224.8.98 - - [30/Jun/2015:00:00:21 +0800] "HEAD /ckfinder HTTP/1.1" 404 -
58.32.44.98 - - [30/Jun/2015:01:28:24 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:01:29:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:29:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:01:29:45 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:29:48 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:29:48 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [30/Jun/2015:01:29:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:29:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.192.102.34 - - [30/Jun/2015:01:30:38 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:30:39 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [30/Jun/2015:01:31:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:31:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.75.61 - - [30/Jun/2015:01:32:41 +0800] "GET /start_ks/jiaoyu/index4_7.html HTTP/1.1" 304 -
112.124.127.44 - - [30/Jun/2015:01:32:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:33:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:33:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
66.249.69.84 - - [30/Jun/2015:01:34:04 +0800] "GET /sxzn/viewMetadata.action?id=87 HTTP/1.1" 200 9358
113.95.12.85 - - [30/Jun/2015:01:34:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:34:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:01:34:38 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:34:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:34:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.192.102.34 - - [30/Jun/2015:01:35:38 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:35:38 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [30/Jun/2015:01:36:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:36:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:01:37:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:38:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:38:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:01:39:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:39:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
66.249.75.77 - - [30/Jun/2015:01:39:29 +0800] "GET /start_ks/jiaoyu/index4_7.html HTTP/1.1" 304 -
115.28.203.70 - - [30/Jun/2015:01:39:49 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:39:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:39:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.112 - - [30/Jun/2015:01:40:38 +0800] "GET /zszx/handbook/notes.docs/image015.gif HTTP/1.1" 200 73
111.192.102.34 - - [30/Jun/2015:01:40:38 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:40:38 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [30/Jun/2015:01:41:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:41:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
180.76.15.29 - - [30/Jun/2015:01:41:29 +0800] "GET / HTTP/1.1" 302 -
180.76.15.135 - - [30/Jun/2015:01:42:01 +0800] "GET / HTTP/1.1" 302 -
112.124.127.44 - - [30/Jun/2015:01:42:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:43:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:43:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:01:44:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:44:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:01:44:21 +0800] "GET / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:44:39 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:44:40 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [30/Jun/2015:01:44:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:44:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.68 - - [30/Jun/2015:01:45:04 +0800] "GET /sxzn/viewMetadata.action?id=18 HTTP/1.1" 200 9015
61.149.81.22 - - [30/Jun/2015:01:46:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:46:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:01:47:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:48:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:48:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:01:49:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:49:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:01:49:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:49:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:01:49:26 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:49:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:49:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:01:51:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:51:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:01:52:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:53:22 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:53:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:01:54:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:54:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:01:54:17 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:54:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
66.249.69.84 - - [30/Jun/2015:01:54:37 +0800] "GET /sxzn/sxzn-userGuide.doc HTTP/1.1" 304 -
115.28.203.70 - - [30/Jun/2015:01:54:44 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:54:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:54:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:01:56:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:56:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:01:57:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:58:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:01:58:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:01:59:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:01:59:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:01:59:17 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:01:59:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:01:59:48 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:59:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:01:59:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.12.161 - - [30/Jun/2015:02:00:07 +0800] "GET / HTTP/1.1" 302 -
61.149.12.161 - - [30/Jun/2015:02:00:07 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:02:01:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:01:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:02:50 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:03:22 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:03:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
185.35.62.11 - - [30/Jun/2015:02:03:35 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:04:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:04:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:04:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:04:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:04:37 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:04:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:04:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.76 - - [30/Jun/2015:02:05:18 +0800] "GET /zszx/map/standard/index_2_1.htm HTTP/1.1" 304 -
61.149.81.22 - - [30/Jun/2015:02:06:22 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:06:22 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:07:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:08:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:08:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:09:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:09:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:09:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:09:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [30/Jun/2015:02:09:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:09:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
115.28.203.70 - - [30/Jun/2015:02:10:40 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:11:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:11:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:12:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:13:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:13:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:14:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:14:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:14:17 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:14:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:14:30 +0800] "GET / HTTP/1.1" 302 -
66.249.69.76 - - [30/Jun/2015:02:14:35 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [30/Jun/2015:02:14:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:14:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:02:16:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:16:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
111.206.71.115 - - [30/Jun/2015:02:16:23 +0800] "GET / HTTP/1.1" 302 -
112.124.127.44 - - [30/Jun/2015:02:17:52 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:18:22 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:18:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.206.71.85 - - [30/Jun/2015:02:18:26 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18346
113.95.12.85 - - [30/Jun/2015:02:19:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:19:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:19:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:19:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:19:44 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:19:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:19:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:02:21:18 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:21:18 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
220.181.108.180 - - [30/Jun/2015:02:23:04 +0800] "GET / HTTP/1.1" 302 -
112.124.127.44 - - [30/Jun/2015:02:23:09 +0800] "GET / HTTP/1.1" 302 -
157.55.39.153 - - [30/Jun/2015:02:23:19 +0800] "GET /sxzn/js/MzTreeView10.js HTTP/1.1" 200 24098
58.32.44.98 - - [30/Jun/2015:02:23:22 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:23:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
220.181.108.175 - - [30/Jun/2015:02:24:05 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18346
113.95.12.85 - - [30/Jun/2015:02:24:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:24:10 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:24:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:24:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:24:44 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:24:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:24:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.75.77 - - [30/Jun/2015:02:25:28 +0800] "GET /start_ks/jiaoyu/index4_7.html HTTP/1.1" 304 -
66.249.69.84 - - [30/Jun/2015:02:25:39 +0800] "GET /sxzn/browseMetadata.action?id=50 HTTP/1.1" 200 13077
61.149.81.22 - - [30/Jun/2015:02:26:23 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:26:23 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:27:54 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:28:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:28:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:29:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:29:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:29:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:29:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:29:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:29:47 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:29:48 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [30/Jun/2015:02:29:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:29:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
180.76.15.13 - - [30/Jun/2015:02:30:54 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:31:20 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:31:20 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
180.76.15.151 - - [30/Jun/2015:02:31:21 +0800] "GET / HTTP/1.1" 302 -
112.124.127.44 - - [30/Jun/2015:02:33:02 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:33:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:33:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:34:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:34:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:34:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:34:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
208.115.113.85 - - [30/Jun/2015:02:34:41 +0800] "GET /robots.txt HTTP/1.1" 200 68
95.167.112.190 - - [30/Jun/2015:02:34:44 +0800] "GET /w00tw00t.at.ISC.SANS.DFind:) HTTP/1.1" 400 226
115.28.203.70 - - [30/Jun/2015:02:34:47 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:34:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:34:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.69.84 - - [30/Jun/2015:02:35:31 +0800] "GET / HTTP/1.1" 302 -
66.249.69.76 - - [30/Jun/2015:02:35:32 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18585
61.149.81.22 - - [30/Jun/2015:02:36:24 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:36:24 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:37:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:38:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:38:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:39:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:39:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:39:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:39:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:39:43 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:39:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:39:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:02:41:20 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:41:20 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
220.181.108.114 - - [30/Jun/2015:02:41:54 +0800] "GET /sxzn/foreground/viewMetadata.action?id=130 HTTP/1.1" 200 9483
112.124.127.44 - - [30/Jun/2015:02:42:47 +0800] "GET / HTTP/1.1" 302 -
208.115.111.69 - - [30/Jun/2015:02:42:58 +0800] "GET /zszx/handbook/_vti_cnf/ HTTP/1.1" 200 1697
58.32.44.98 - - [30/Jun/2015:02:43:22 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:43:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:44:00 +0800] "GET / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:44:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:44:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:44:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:44:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [30/Jun/2015:02:44:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:44:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.75.61 - - [30/Jun/2015:02:45:28 +0800] "GET / HTTP/1.1" 302 -
66.249.75.61 - - [30/Jun/2015:02:45:28 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18522
61.149.81.22 - - [30/Jun/2015:02:46:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:46:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:47:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:48:22 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:48:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:49:10 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:49:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:49:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:49:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:49:22 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:49:53 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:49:53 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
220.181.108.166 - - [30/Jun/2015:02:50:01 +0800] "GET /sxzn/foreground/viewMetadata.action?id=81 HTTP/1.1" 200 9283
220.181.108.166 - - [30/Jun/2015:02:50:02 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
111.206.71.57 - - [30/Jun/2015:02:50:02 +0800] "GET /sxzn/css/index.css HTTP/1.1" 200 1730
61.149.81.22 - - [30/Jun/2015:02:51:19 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:51:19 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
112.124.127.44 - - [30/Jun/2015:02:52:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:53:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:53:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:54:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:54:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:54:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:54:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
115.28.203.70 - - [30/Jun/2015:02:54:47 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:54:52 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:54:52 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
61.149.81.22 - - [30/Jun/2015:02:56:20 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [30/Jun/2015:02:56:20 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18409
66.249.75.61 - - [30/Jun/2015:02:56:38 +0800] "GET /clim/advanced/index.jsp HTTP/1.1" 200 723
112.124.127.44 - - [30/Jun/2015:02:57:47 +0800] "GET / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:58:23 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [30/Jun/2015:02:58:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [30/Jun/2015:02:59:11 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [30/Jun/2015:02:59:11 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [30/Jun/2015:02:59:18 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [30/Jun/2015:02:59:18 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.206.71.40 - - [30/Jun/2015:02:59:35 +0800] "GET /sxzn/foreground/viewMetadata.action?id=76 HTTP/1.1" 200 9390
61.149.81.22 - - [30/Jun/2015:02:59:52 +0800] "GET / HTTP/1.1" 302 -
