68.180.228.50 - - [10/Jan/2017:00:00:05 +0800] "GET /sxzn/login.action;jsessionid=99AA4408AC09AA888F23E0BF5B0D7FB6 HTTP/1.1" 200 7386
42.236.99.86 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/foreground/listDataOfMD.action?id=202 HTTP/1.1" 302 -
42.236.99.51 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/login.action;jsessionid%3D6F1548A7B2FA147BDE04129DA06307E0 HTTP/1.1" 200 7386
42.236.99.65 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/login.action;jsessionid%3D3133CC067E68243B89D447E6D9F184BA HTTP/1.1" 200 7386
42.236.99.86 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/login.action;jsessionid=5CF5CF67BB62A32B3DA8C83E68CA64C2 HTTP/1.1" 200 7254
42.236.99.2 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/foreground/viewMetadata.action?id=3 HTTP/1.1" 200 9336
42.236.99.51 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/foreground/viewMetadata.action?id=189 HTTP/1.1" 200 9073
42.236.99.142 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/foreground/viewMetadata.action?id=53 HTTP/1.1" 200 9360
42.236.99.2 - - [10/Jan/2017:01:30:31 +0800] "GET /sxzn/foreground/viewMetadata.action?id=22 HTTP/1.1" 200 9197
42.236.99.86 - - [10/Jan/2017:01:30:32 +0800] "GET /sxzn/login.action;jsessionid%3D0E9E4D4BA79A49BB06363FF660ECBE72 HTTP/1.1" 200 7386
42.236.99.86 - - [10/Jan/2017:01:30:32 +0800] "GET /sxzn/foreground/viewMetadata.action?id=15 HTTP/1.1" 200 9245
58.32.44.98 - - [10/Jan/2017:01:31:16 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:01:31:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:01:32:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AC70FAFCDB34AD813CA986200CAAB6BD HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:01:32:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C1B11DC09F3200E1CDA18B24FF095535 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:01:33:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:01:33:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:01:34:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:01:34:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:01:34:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:01:34:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:01:36:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:01:36:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:01:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BE310602BA6AE6DB652E3E523E09EEFA HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:01:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3D46AE162CB2F4B21F3DD4C154ADD10E HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:01:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F835788737769267E39D65AB0417AEB0 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:01:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5C61C44804719C03AE20B06B17D13A40 HTTP/1.1" 200 26368
42.156.139.109 - - [10/Jan/2017:01:37:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9AA5BF3980ED6F83991B50EE54045B9C HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:01:37:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B5FF3B4868AD581D0C0F0E54A0A25152 HTTP/1.1" 200 26368
42.156.139.109 - - [10/Jan/2017:01:37:02 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5C66A6096BEBA5A1AF3180795A137951 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:01:38:57 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:01:38:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:01:39:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:01:39:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:01:39:41 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:01:39:41 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:01:41:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:01:41:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:01:41:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=4D66BEA2C7B1AC698D2CBD63FB995112 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:01:41:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F9C42897189E5AE515E60534EF85C425 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:01:43:59 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:01:43:59 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:01:44:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:01:44:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:01:44:41 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:01:44:41 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:01:46:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:01:46:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:01:46:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5A8384CCB42AAC5E89A3C96AD3F70D9C HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:01:46:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=12DD5DFB04C8642A85F62171DB9B5B8A HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:01:46:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=15AB0CECFEAB56A4360561E508835AAF HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:01:46:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=87089BCA2F100DA0722F63A5DFCB21B9 HTTP/1.1" 200 26368
42.156.139.109 - - [10/Jan/2017:01:46:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5F52ABD324CD03942DB73D7A984DAD92 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:01:48:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:01:48:59 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:01:49:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:01:49:21 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:01:49:41 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:01:49:41 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
180.76.15.19 - - [10/Jan/2017:01:50:07 +0800] "GET /zszx/map/standard/level3/yixian_river.doc HTTP/1.1" 200 78848
58.32.44.98 - - [10/Jan/2017:01:51:16 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:01:51:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:01:52:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CCD3AE2DECB0A131A94A35D188414B9F HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:01:52:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=144D8107E3F93F276BAD9902A1C900E2 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:01:53:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:01:53:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:01:54:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:01:54:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:01:54:41 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:01:54:41 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:01:56:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:01:56:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:01:56:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=525D1E70EC630A229EC9694F43BCC1B2 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:01:56:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1D68095166E7432B7CD91D0EB0F13D00 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:01:56:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BFD8FD1BA406948BAB2F38B51AA7DF4B HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:01:57:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3BD561D7591700070643EE842702B991 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:01:58:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:01:58:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:01:59:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:01:59:23 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:01:59:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:01:59:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
42.120.160.109 - - [10/Jan/2017:02:00:58 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1FA87E9290E7E5CE0E6C5D4954A171BE HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:00:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F4D19BC8DEC07975F3871212D912490D HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:00:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A639A5B55DA98478E9363B22A5E57BDC HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:02:01:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6DBEB0892504952FCA4B7586FB63A07F HTTP/1.1" 200 26368
58.32.44.98 - - [10/Jan/2017:02:01:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:01:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.12.161 - - [10/Jan/2017:02:01:45 +0800] "GET / HTTP/1.1" 302 -
61.149.12.161 - - [10/Jan/2017:02:01:45 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
111.192.102.34 - - [10/Jan/2017:02:03:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:03:59 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:04:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:04:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:04:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:04:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:06:16 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:06:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:06:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D42DC3E8A7F2CF06AF0932891C80F5A3 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:06:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1917A74EE63B32EE0213E2F3E17733CF HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:06:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DDA08DA3F025591116C50F214B86004E HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:02:06:20 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B31EB25BA03E8A0C0A4C5760899F7D2C HTTP/1.1" 200 26368
42.156.139.109 - - [10/Jan/2017:02:06:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=642967EFA36A8B88A682F2ED5597F7BF HTTP/1.1" 200 26368
42.120.160.109 - - [10/Jan/2017:02:06:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9A31DEAA7B7F3B460FA737A82FE65351 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:02:08:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:08:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:09:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:09:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:09:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:09:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
42.120.160.109 - - [10/Jan/2017:02:09:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=83EF4B5191B17FE94876E67CBCCA7733 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:09:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8D0C816FDEDB102BD6CC225C456D0459 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:09:39 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=87AB0E07895EA267655E76B6A7653C08 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:02:09:40 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5B274F90671AA08E23F54352B7A410F2 HTTP/1.1" 200 26368
58.32.44.98 - - [10/Jan/2017:02:11:16 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:11:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:13:18 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BFFC921345350F58046F85879AEEBE40 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:13:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1A9865EFA2F12E022336E33B2E746CC8 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:13:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0E08AAF751549EBC5D33F86A89E00A85 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:02:13:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=473605145F7FCA3066BA1A9E4FC5C5CB HTTP/1.1" 200 26368
111.206.67.220 - - [10/Jan/2017:02:13:36 +0800] "GET /robots.txt HTTP/1.1" 404 985
111.192.102.34 - - [10/Jan/2017:02:13:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:13:59 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:14:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:14:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:14:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:14:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:16:16 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:16:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:02:18:57 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:18:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:19:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EB9C6CDDD492485F278B294835DE0335 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:19:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A5720C620303395C2D4CAE9EA5633B7A HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:19:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8077BAF7BEBECED526C207208CC83F71 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:02:19:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:19:21 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:19:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:19:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:21:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:21:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [10/Jan/2017:02:23:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:23:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:24:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AF26EE0E04FFA0B5924E252A61CB87BC HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:24:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BF016590146A88B966D4BD1E61FA9440 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:24:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E51CE5C096D63612A5D2DE3500345F27 HTTP/1.1" 200 26368
113.95.12.85 - - [10/Jan/2017:02:24:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:24:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:24:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:24:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:26:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:26:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:28:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F826C97CEE83AFEA3CDE1A48F58294F5 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:28:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BDD5BFA63E07E6AFBD739E2DE5428772 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:28:19 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FBE0AB9087519A368EE2A5FC68C04432 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:02:28:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:28:59 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:29:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:29:21 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:29:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:29:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
61.149.81.22 - - [10/Jan/2017:02:29:39 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:29:39 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18815
58.32.44.98 - - [10/Jan/2017:02:31:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:31:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:32:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6417A9B15A73DF3A92A4F1826ED0E58B HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:33:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=25FC509AC236CA8972A851921FDE8D62 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:33:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=988BEF79D41949D96D1C9C94A60D0115 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:02:33:57 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:33:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:34:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:34:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:34:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:34:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:36:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:36:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:36:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=040BA2E06AB9A2EE797F8233718BA346 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:37:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ED1162F1DAE945FC83C1D854C8A950B8 HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:02:38:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:38:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:39:21 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:39:21 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:39:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:39:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:41:15 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:41:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:42:00 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8A9FFBE5632754A172A3174845C8513B HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:42:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=32F3AF0944CD81A734100EFF0D6EE0C4 HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:42:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CA9CB1A02FFAB16DA6135650A7EF0B57 HTTP/1.1" 200 26368
42.156.138.109 - - [10/Jan/2017:02:42:01 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B9C0D4C2D2A17EF63A4A6AC127B5B48C HTTP/1.1" 200 26368
106.120.173.126 - - [10/Jan/2017:02:42:08 +0800] "GET /stat/stat_txt_2.htm HTTP/1.1" 404 217
106.120.173.126 - - [10/Jan/2017:02:42:18 +0800] "GET /stat/stat_txt_8.htm HTTP/1.1" 404 217
106.120.173.126 - - [10/Jan/2017:02:42:28 +0800] "GET /sxzn/foreground/browseMetadata.action?id=1&d-49747-p=8 HTTP/1.1" 200 24413
111.192.102.34 - - [10/Jan/2017:02:43:57 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:43:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:44:22 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [10/Jan/2017:02:44:22 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [10/Jan/2017:02:44:31 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [10/Jan/2017:02:44:31 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18639
58.32.44.98 - - [10/Jan/2017:02:46:16 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [10/Jan/2017:02:46:16 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.120.160.109 - - [10/Jan/2017:02:46:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F0CDD16FF19F97097BA2976DAC6CC97B HTTP/1.1" 200 26368
42.120.161.109 - - [10/Jan/2017:02:46:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F7134ADCD2F9088A76F84E2DF1594186 HTTP/1.1" 200 26368
42.156.137.109 - - [10/Jan/2017:02:46:59 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=094A9AA999DCE8AC6C46D2FC9984691B HTTP/1.1" 200 26368
111.192.102.34 - - [10/Jan/2017:02:48:58 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [10/Jan/2017:02:48:58 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [10/Jan/2017:02:49:22 +0800] "HEAD / HTTP/1.1" 302 -
