115.60.132.229 - - [12/Aug/2016:00:00:44 +0800] "GET /stat/images/m2.jpg HTTP/1.1" 404 1009
61.149.81.22 - - [12/Aug/2016:01:36:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:01:36:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=616688BADF5757C247C896015F0E1BE2 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:01:37:41 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:01:37:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
208.115.111.69 - - [12/Aug/2016:01:37:45 +0800] "GET /robots.txt HTTP/1.1" 200 68
58.32.44.98 - - [12/Aug/2016:01:38:01 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:01:38:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:01:39:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:01:39:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:01:40:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8D26124EE59A3C1E91A7F5E219B3292D HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:01:40:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=738631FD5AC66BA93570101741409620 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:01:40:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5C2B7584DD21485E688FEC527406FBC1 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:01:41:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:01:41:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:01:42:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:01:42:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:01:43:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:01:43:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:01:43:52 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=DFA45D17FC0A3241A3EBF2B61B5A82C0 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:01:44:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:01:44:52 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:01:46:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:01:46:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:01:47:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AEBDEA2376F2BF00F7A1E7F49BAEADBD HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:01:47:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D736B900133842237FBC7104485CDC2C HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:01:47:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:01:47:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:01:48:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:01:48:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:01:49:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:01:49:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:01:51:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:01:51:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:01:51:12 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=91C90B361747C81643A2B616ECC60792 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:01:51:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=58ED7F86BD769E5ABD55DA54F9A69C3A HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:01:52:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:01:52:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:01:53:01 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:01:53:01 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:01:54:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0C3E1F01985C210A0C5CE9DDAC1039D8 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:01:54:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E6CA11A3905AC85727368874CC270B63 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:01:54:52 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:01:54:52 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:01:56:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:01:56:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:01:57:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:01:57:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:01:58:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:01:58:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:01:58:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A92F8A726577EE8CA4C7D4C6282A2993 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:01:58:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5308F4B0EC7470B322572FABE4ED058B HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:01:59:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:01:59:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
108.228.105.91 - - [12/Aug/2016:02:00:16 +0800] "GET /zszx/map/photo/50huangtu/stbct.bmp HTTP/1.1" 200 867098
61.149.81.22 - - [12/Aug/2016:02:01:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:01:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:02:01:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BDCCA64BC2C614ADC73714CA3EE642D0 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:01:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A1F52F3DE95AB521844D2C631251E629 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:02:01:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D77F5D75DFFEB536BCFD4B85133D3C5E HTTP/1.1" 200 26368
42.156.136.104 - - [12/Aug/2016:02:01:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=70E76CE10E68D1C708FA237C2A5F98E0 HTTP/1.1" 200 26368
66.249.79.167 - - [12/Aug/2016:02:02:15 +0800] "GET /zszx/sdb2-tx.htm HTTP/1.1" 304 -
113.95.12.85 - - [12/Aug/2016:02:02:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:02:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:02:03:02 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:03:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
112.93.248.68 - - [12/Aug/2016:02:03:42 +0800] "GET /root.rar HTTP/1.1" 404 979
111.192.102.34 - - [12/Aug/2016:02:04:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:04:52 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:04:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=142ED1FCEB46559426981DDF2C6DC7E0 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:02:06:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:06:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
113.95.12.85 - - [12/Aug/2016:02:07:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:07:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
58.32.44.98 - - [12/Aug/2016:02:08:01 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:08:02 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:08:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=F619C7C0E61DCCB4152E826007F11237 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:08:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=BB152FA3CD5F0FCA4FCC3FC2E8C461BF HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:09:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:09:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:02:11:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:11:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:11:29 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:11:30 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:12:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=595A80C5F5D0D37B18F82FD03260A309 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:12:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5E28FBA93AA5B073A02EED4C0CC53152 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:02:12:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:12:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:02:14:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:14:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:15:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=51F9CA51E088824F3DEF1429E191600E HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:15:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=AD4B05EA84581B7448DF454787EF252B HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:02:16:00 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:16:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:16:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:16:14 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:02:17:41 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:17:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:19:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CE4CAD1F4D01B81B39781BF7FA638862 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:19:32 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=ED1C842B473C1401950F32F571DBA34A HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:19:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:19:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:02:20:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:21:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:21:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:21:14 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
157.55.39.211 - - [12/Aug/2016:02:21:56 +0800] "GET /stat/stat_txt_9.htm HTTP/1.1" 404 217
113.95.12.85 - - [12/Aug/2016:02:22:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:22:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:23:13 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=7B852461575BF641FB01C47869400C25 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:24:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:24:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:02:25:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:26:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:26:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:26:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:26:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=C7F2C2EC8D64FCD010E6B03B7F777DD5 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:26:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1964279E572099ACD4AF859D1BD9C53C HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:02:27:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:27:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:02:29:50 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:29:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:29:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=3232B95D6B081B20E2F7497B2D3952D1 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:02:29:57 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:29:57 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18819
66.249.79.170 - - [12/Aug/2016:02:30:29 +0800] "GET /sxzn/viewMetadata.action?id=79 HTTP/1.1" 200 9286
61.149.81.22 - - [12/Aug/2016:02:30:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:30:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:31:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:31:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:02:32:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:32:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
66.249.79.163 - - [12/Aug/2016:02:32:44 +0800] "GET /zszx/sdb2-tx1.htm HTTP/1.1" 304 -
42.156.138.104 - - [12/Aug/2016:02:33:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=07D2742798AFC8BD545E759806FA1765 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:33:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=D2247FFB769ADE6DCD0D3C36A66643A9 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:34:50 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:34:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:02:35:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:36:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:36:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:36:14 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
66.249.79.167 - - [12/Aug/2016:02:36:33 +0800] "GET /sxzn/listDataOfMD.action?id=79 HTTP/1.1" 302 -
66.249.79.163 - - [12/Aug/2016:02:36:34 +0800] "GET /sxzn/login.action;jsessionid=3327BEA8DA965A690900069E375FED93 HTTP/1.1" 200 7319
42.156.137.104 - - [12/Aug/2016:02:36:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=A88A5E5A8AD2C0F7E9CEBE0C975A47A5 HTTP/1.1" 200 26368
42.156.138.104 - - [12/Aug/2016:02:36:53 +0800] "GET /tlp/advanced/main.jsp?table=rjs HTTP/1.1" 200 31596
42.156.139.104 - - [12/Aug/2016:02:36:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=5E2C86C7D988205989DF842C40D95CF7 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:02:37:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:37:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
93.158.215.100 - - [12/Aug/2016:02:39:28 +0800] "GET / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:39:50 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:39:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:40:21 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=2C7034F8405A66BAB693EA6668EB761B HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:40:23 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=B4AA39AABFAD927E788B129A957E9F27 HTTP/1.1" 200 26368
42.156.139.104 - - [12/Aug/2016:02:40:25 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=50B62365413FA1452F904DC131BC0071 HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:02:40:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:40:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:41:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:41:14 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
208.115.111.69 - - [12/Aug/2016:02:41:59 +0800] "GET /zszx/handbook/_vti_cnf/ HTTP/1.1" 200 1697
113.95.12.85 - - [12/Aug/2016:02:42:41 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:42:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:43:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=287F7AA8E1C95A3461C543C521478FBB HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:43:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=1D8E36D6BB07034D6106993B0C82FDF5 HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:44:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:44:52 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:02:45:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:45:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:46:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:46:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:47:34 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0720874434AA0DB44F9AECA4BE7E4580 HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:02:47:41 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:47:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:02:49:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:49:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
139.162.13.205 - - [12/Aug/2016:02:50:47 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:50:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:50:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
42.156.138.104 - - [12/Aug/2016:02:51:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=FF58B8949899B619B05317C1AB287090 HTTP/1.1" 200 26368
58.32.44.98 - - [12/Aug/2016:02:51:14 +0800] "HEAD / HTTP/1.1" 302 -
42.156.137.104 - - [12/Aug/2016:02:51:14 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=57B751AC9A5BDED313BBF66B42AFA232 HTTP/1.1" 200 26368
58.32.44.98 - - [12/Aug/2016:02:51:14 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:02:52:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:52:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
66.249.79.170 - - [12/Aug/2016:02:54:25 +0800] "GET /sxzn/viewMetadata.action?id=111 HTTP/1.1" 200 9008
42.156.138.104 - - [12/Aug/2016:02:54:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=EC9D3FA04F2F65E1A898975403898088 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:54:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=55446564D85AA16879F9C43DA230394D HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:54:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:54:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:02:55:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:02:56:00 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:02:56:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:02:56:14 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
68.180.231.62 - - [12/Aug/2016:02:57:29 +0800] "GET /robots.txt HTTP/1.1" 200 68
68.180.231.62 - - [12/Aug/2016:02:57:29 +0800] "GET /sxzn/foreground/viewMetadata.action?id=87 HTTP/1.1" 200 9358
113.95.12.85 - - [12/Aug/2016:02:57:42 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:02:57:43 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:02:57:53 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=E3F88363D1F4A7533773AE090DF113DF HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:02:57:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=0B011FC5F54B0FDC3DBFEA347F3D9F9F HTTP/1.1" 200 26368
111.192.102.34 - - [12/Aug/2016:02:59:50 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:02:59:51 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
61.149.81.22 - - [12/Aug/2016:03:00:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:03:00:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:03:01:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:03:01:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:03:01:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=9CCE41EA7EC09239A53B609F7B2C2590 HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:03:01:33 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=6648B3881FE88D7A36B9156F3E1B47BC HTTP/1.1" 200 26368
113.95.12.85 - - [12/Aug/2016:03:03:31 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:03:03:31 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
111.192.102.34 - - [12/Aug/2016:03:04:51 +0800] "HEAD / HTTP/1.1" 302 -
111.192.102.34 - - [12/Aug/2016:03:04:52 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
42.156.138.104 - - [12/Aug/2016:03:04:54 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=CAA42081B1DEABD3E08975A70B4C1B6E HTTP/1.1" 200 26368
42.156.137.104 - - [12/Aug/2016:03:04:55 +0800] "GET /sxzn/foreground/browseMetadata.action;jsessionid=8F42D581D6C01AFC49C7F42A6E1E613D HTTP/1.1" 200 26368
61.149.81.22 - - [12/Aug/2016:03:05:59 +0800] "GET / HTTP/1.1" 302 -
61.149.81.22 - - [12/Aug/2016:03:05:59 +0800] "GET /sxzn/index.action HTTP/1.1" 200 18643
58.32.44.98 - - [12/Aug/2016:03:06:14 +0800] "HEAD / HTTP/1.1" 302 -
58.32.44.98 - - [12/Aug/2016:03:06:15 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
113.95.12.85 - - [12/Aug/2016:03:07:41 +0800] "HEAD / HTTP/1.1" 302 -
113.95.12.85 - - [12/Aug/2016:03:07:42 +0800] "HEAD /sxzn/index.action HTTP/1.1" 200 -
